iq2,q2_low,q2_high,ixb,xb_low,xb_high,it,t_low,t_high,reliable_phi_bins,overlap_phi_bins,born_sum,radiative_sum,mean_c_rad,median_c_rad,min_c_rad,max_c_rad,mean_delta_c
0,1.0,1.5,5,0.3,0.38,7,1.5,2.0,20,20,500035.0,269592.0,3.437172472256509,3.79264550757312,1.521483809845564,4.440963338754194,0.03864143659559085
0,1.0,1.5,6,0.38,0.48,1,0.15,0.2,20,20,24721.0,724.0,58.04835873962355,59.267374624500334,30.434226613160668,80.32220524293182,9.868583069947679
0,1.0,1.5,6,0.38,0.48,2,0.2,0.3,20,20,424051.0,5902.0,117.07055802883185,134.12883503843102,24.94589946228394,164.89225521302893,6.745938098461751
0,1.0,1.5,6,0.38,0.48,3,0.3,0.4,20,20,756811.0,6675.0,176.64961435574338,190.85614005934852,30.41754901344222,274.95117959154135,9.416774019058852
0,1.0,1.5,6,0.38,0.48,4,0.4,0.6,20,20,1634910.0,13485.0,187.96928245656673,197.9903875402893,48.25685708274881,274.3332389977772,7.123345086844118
0,1.0,1.5,6,0.38,0.48,5,0.6,1.0,20,20,1996231.0,23819.0,133.75702785004538,142.4634034396505,69.34440664155832,180.14185106324226,3.8691038262216124
0,1.0,1.5,6,0.38,0.48,6,1.0,1.5,20,20,905603.0,22056.0,67.7698613093468,72.32490747727117,32.68952318076542,91.3694797398677,2.0544202393204545
0,1.0,1.5,6,0.38,0.48,7,1.5,2.0,20,20,283059.0,14703.0,32.654239161956866,33.602104454641946,22.372324664642367,39.42002118617586,1.2339091765569852
0,1.0,1.5,7,0.48,0.58,2,0.2,0.3,0,0,88.0,0.0,nan,nan,nan,nan,nan
0,1.0,1.5,7,0.48,0.58,3,0.3,0.4,0,0,16672.0,0.0,nan,nan,nan,nan,nan
0,1.0,1.5,7,0.48,0.58,4,0.4,0.6,0,0,98806.0,0.0,nan,nan,nan,nan,nan
0,1.0,1.5,7,0.48,0.58,5,0.6,1.0,0,0,175599.0,0.0,nan,nan,nan,nan,nan
0,1.0,1.5,7,0.48,0.58,6,1.0,1.5,0,0,85262.0,0.0,nan,nan,nan,nan,nan
0,1.0,1.5,7,0.48,0.58,7,1.5,2.0,0,0,28961.0,0.0,nan,nan,nan,nan,nan
1,1.5,2.0,1,0.1,0.15,0,0.09,0.15,17,20,168.0,1014.0,0.3366466268762073,0.32445280570937085,0.20914205246074427,0.544753534291868,0.11873505078965273
1,1.5,2.0,1,0.1,0.15,1,0.15,0.2,17,20,147.0,812.0,0.37493713338845636,0.34299296603562063,0.2083602130122929,0.8429488148333049,0.1411376225917532
1,1.5,2.0,1,0.1,0.15,2,0.2,0.3,20,20,255.0,1518.0,0.301954031767035,0.2921402080285283,0.15931367274878555,0.48836746819641347,0.08954740563011136
1,1.5,2.0,1,0.1,0.15,3,0.3,0.4,20,20,187.0,1178.0,0.2870516083410111,0.2578324737604195,0.16694347904388615,0.5023634351026767,0.09877711806669287
1,1.5,2.0,1,0.1,0.15,4,0.4,0.6,20,20,272.0,1504.0,0.3180596740140342,0.30273875706551173,0.16596433840433256,0.5016563788956356,0.09195639179273443
1,1.5,2.0,1,0.1,0.15,5,0.6,1.0,20,20,261.0,1525.0,0.3055032340592419,0.3133754411894532,0.12170718149651055,0.5044014206406185,0.08948112183300043
1,1.5,2.0,1,0.1,0.15,6,1.0,1.5,19,20,157.0,796.0,0.3820332239553174,0.38872536150703674,0.21232897897443181,0.6596018577608088,0.1436295373490961
1,1.5,2.0,1,0.1,0.15,7,1.5,2.0,4,19,60.0,351.0,0.7644844499685378,0.7972505723944183,0.571654943392701,0.8917817116926137,0.35734241649220866
1,1.5,2.0,2,0.15,0.2,0,0.09,0.15,20,20,47086.0,78897.0,1.0178232392932682,1.0297835298337743,0.9108746708164303,1.1044319167753291,0.026621748219361436
1,1.5,2.0,2,0.15,0.2,1,0.15,0.2,20,20,39986.0,67950.0,1.0036323404857703,1.012055755065962,0.8605969564552707,1.0853349307964753,0.028480906948404328
1,1.5,2.0,2,0.15,0.2,2,0.2,0.3,20,20,74288.0,125942.0,1.0049234453089848,1.0157895448559393,0.898144177431486,1.1066203193530808,0.020913678774564785
1,1.5,2.0,2,0.15,0.2,3,0.3,0.4,20,20,61429.0,104942.0,0.9991242721168657,1.0111304862702204,0.8815320413706336,1.0987284161979096,0.02283883576210853
1,1.5,2.0,2,0.15,0.2,4,0.4,0.6,20,20,87231.0,147919.0,1.0083861220441805,1.0333124720326277,0.8956084120410219,1.0888246303361069,0.019360384209050122
1,1.5,2.0,2,0.15,0.2,5,0.6,1.0,20,20,88425.0,148737.0,1.0217440842004046,1.0339804346994361,0.8839094093665668,1.094203047475141,0.019478409363918724
1,1.5,2.0,2,0.15,0.2,6,1.0,1.5,20,20,45536.0,75445.0,1.037268827545999,1.028123650393335,0.9231323095054895,1.1093643463680078,0.02756406589753906
1,1.5,2.0,2,0.15,0.2,7,1.5,2.0,20,20,19700.0,32564.0,1.0412678686762982,1.0476814882927896,0.9093585754325173,1.1434966410955598,0.04208170682607541
1,1.5,2.0,3,0.2,0.25,0,0.09,0.15,20,20,85380.0,128074.0,1.1325712046412078,1.1780072807086435,0.9305210580146211,1.2479462787883873,0.022500346705479728
1,1.5,2.0,3,0.2,0.25,1,0.15,0.2,20,20,76699.0,117154.0,1.107458111044908,1.128753818846833,0.894848049109039,1.2337327351256535,0.02323206380610481
1,1.5,2.0,3,0.2,0.25,2,0.2,0.3,20,20,150319.0,230569.0,1.101209138105475,1.1387948874311355,0.8802404036025674,1.2051841258614062,0.016520072207447594
1,1.5,2.0,3,0.2,0.25,3,0.3,0.4,20,20,132242.0,204734.0,1.0930925824722677,1.1082528789371928,0.9108510675670464,1.1912334804103246,0.01747561288702234
